tweet,predicted_label
@simplymelissa I'm chillin at the mall! with the fam! kinda wishing u guys were all here again! lol I WILL KIDNAP U!!!  lmao,1
Cos I stuck his head in a microwave ,1
@marianna527 @CassB527 DIE! I have classes everyday except wed and an Exam on Thursday. ,1
was surprised to see someone at the game today.  too bad he likes 18 year olds.  ,1
@DeeDeeB83 Hey Mrs. 'course I found you. I haven't lost any of my stalker qualities ,1
"@LeahWittus Eh, today she is alright. Even though she normally in asking for a punch in the mouth. ",1
BNP elected in Yorkshire. Fucking great ,1
Zuma bitch tomorrow. Have a wonderful night everyone  goodnight.,1
can somebody kill my sister please? pretty pretty please??? hahaha ,1
"Give me an apple, I'll give back to you a tree. Do not mess with me ",1
@pstheartist awww u know if I was out there id take u out or something...but I'm in killa cali ,1
@imperialcreed ,1
"@Franklero lol pixar doesn't count!! disney works are tools of the devil  you're being brainwashed, dear. but i agree about the rappers",1
"FYI: don't fuck with me, LIE, or TRY to take me for a fool when I'M the one with the upper hand in the situation &amp; can fuck YOUR LIFE up. ",1
woke up :  man vs vasp  the conclusion ......... i bombed the apartment...... ,1
"i'm in pain, it hurts  shoot me.",1
"@zoozees Sometimes, turning the other cheek doesn't cut it, and the best you can do for Jesus is get it over with quick. ",1
@sianhughes_ i kinda hope she died in the fire cause i didnt like her but there was no sign of a body ,1
"@geekgirl444 once again, bring it. Stop hiding behind your keyboard ",1
just need a little drop of tears... I already decided the next target. ,1
I've watched almost 10.000 videos on the Youtube. Check out my account  I am awesome....(agree or die),1
@EyeRanProtestr Anti-Iranian twit stream ,1
Emily:: Alyson..Britney says you're diseased. best part of the day?? I think so ,1
"thinks todays Attack was totally awesome!!!! gotta love Linz, Jo and Shaz for makin it so ",1
@davidottewell BBC has called it unofficially for BNP ,1
I can strike bak at you  http://bit.ly/8Wnv3,1
being excluded is not fun at all  but getting revenge is ,1
"@dopegirlfresh let me do a titty grab now, and I will feel better. ",1
"&quot;The Abortionist&quot; makes it ok, I guess. *sigh*  wonder what the reaction would be if a Dr. Was assasiinated?",1
@jbean18x19 aw poopsies  but i love you and im kidnapping you soon!,1
Too bad there's a Filipino in the missing Air France plane.  But thank God just one.,1
@blake You want a war you'll get a war #spymaster  ,1
"i really wanna murder the gay who did it it to my hair.. i swear, i'm not gonna go bacl to that salon.. EVER again.. ",1
"@bluemoonx I did too...whatever u do, don't watch &quot;2 girls 1 cup&quot; on youtube. Gross!!! Lesbos sucking tits and eating their own crap. ",1
"I told Taylor I wanted to punch a baby, because I'm in so much pain and her response was &quot;what baby?&quot;. I love my family. ",1
@officialcash64 WHEN U SEE MY FACE HOPE IT GIVES U HELL ,1
There's a fly caught in the web!! Perv alert!     ,1
Wipet_2009 #twitspam promoting violence ,1
"I fail at scamming iTunes Store: www.â?¥.ws/HYPER666L33T  Well, it was worth a shot anyway. ;-P",1
http://bit.ly/RYspp     It had to be done ,1
"I'm considering pulling out my eyes with tongs, and cauterizing the wounds with a butane lighter.  I hate my eye infection.  SHITSUX  ",1
"@kylerhea (sorry very delayed) but YES, and they certainly did not help the hung over head  and @shutupmeg all birds deserve death",1
@evenflowdave Hehehe. . Clearly another spy needs to take you out ,1
"Ooh, just discovered live BBC iPlayer. I genuinely didn't know I could do that. Now back to the depressing business of the BNP ",1
dang ya'll mothers day already. goodnight twitter world. i start shooting monday. ,1
@macjw2 this MEP they've put in place is ex NF! waiting for someone to paint a st davids star on my door ,1
@Jennybeeean i'm actually DWL.. stupid bitches baha ,1
"@Djalfy Shes lovely.  Where would we be without a pussy to stroke! ;-) LOL. Gotta go out, catch ya later Angie, byeeee! ",1
freaking can't figure this shit out.  i think i am going to destroy her life ,1
Layin in the bed wit my love...my tummy hurts  that's what I get for eatin that cat n dog! Hmph,1
 If you follow me ill follow you back and give you a free blowjob!,1
"@zebr0 omg, nooooo. i won't!!! if anything, u will  ...um, i'll kill u first. but first, i'll need a knife... :]",1
@moriker Minion works just fine @mishacolins had it right. Contradict him again &amp; it may be you getting the Whitehouse letterhead of doom ,1
home  i feel like a rapist a little        gosh durn,1
obama dildo is just wrong on so many levels http://tinyurl.com/cuggsh head of state ,1
@stroughtonsmith find where Apple hides the app store reviewers and punch them a few times for me please ,1
@Do0ki3 don;t die  just give them a corrective,1
nothing in my day im so sad but  im dying now,1
Goodnight.  See you when thee sun rises.  [i w a n t s t r i f y ! ],1
@Kaytaayyy i always carry a gun....twitter is fun ,1
"In his sleep, adlan gigit nenen mama till it's bleed. Ouch!! The worst one so far. Ingat ni puting plastik ka apa?! ",1
Smash why doth u reside in mass?? I need ur retardedness right about now ,1
"never ate monika, i love her so much i wanna rape her  ROFLLL KIDDING MONIKA!!",1
@tsarnick someone took off MSN on this computer GRRRRRRR I am going to kill!   Hey dad!  luv you,1
@wezli333 what about a good old fashion kick to the head? Lol youtube it ,1
??????? #bash ?? ??????? ????????? ???? ,1
@GabeHumble tysm but i just made +uploaded one so its okay! but lol im looking thru your pics now  il the just wanna fuck shit up one lmao,1
"Okay, playing a game, Nick and Nora make a porn #inmypants ",1
Violence: bloodbath in Landgericht Landshut... 	 Germany is no longer safe  ,1
lol so reply to miss tiger...HELLL YEA im stalkin ya! lol no im kiddin..yep we found each other again! lol  ps....i LOST word battle! DAM!,1
Nite everyone @tai927 as if you wouldnt say bye to me on msn *cries*  Go love Osama. - Nite everyone @tai927 as if you wouldnt s http: ...,1
@gabrielsz stop spreading the devilï¿½s word! ,1
funny how niggas default on contracts and payment ect....and at the end of the day.....i still got paid ,1
@johnnyappl3seed @jasmineadarling @willflowers  i drew cocksucker  http://i44.tinypic.com/fmuo42.jpg http://twitter.com/KevinFierce/st ...,1
Is lonely  I want a &quot;baby-lover&quot;,1
@LILJIZZEL i heard last night was hotter than a whore in lahore in an unairconditioned store ,1
"After 2 years, found out that I have a small storage closet in the laundry room.  Unfortunately, it's not labeled &quot;Dead Hooker Storage.&quot; ",1
@Kim_Salvino You should totally jump and I have my camera with me to capture ,1
@r0ckergirl14 w(r)eally?? u should sucker punch their faces.. ,1
@torae I cldnt make it  I hit u tho.. u aint gittit?,1
In a limo and heading to the clubs. Thanx for the well wishes. I hope to be face deep in her pussy in a few hours. ,1
@Button84 aw dayum  I say tell em to kick rocks w/ his socks &amp; shoes off...or..stick his head in a bucket of water &amp; breathe...DEEP! Lol,1
@breakinporcelan LET US GO THEN INTO YON PEDO-HOOD. We can hide out in some bushes together. ,1
"Obama, thank you for extending our nation's hand to those who do not want it, and  slapping our country in the face at the same time. ",1
" that's why I think Kris will win, just because Adam's gay. That's wrong, peoplez. &lt;",1
"lights are on, @patricktriplex is ready...gonna shoot soon ",1
"@robromoni you should...folk should just claim that trade they had the night before...i know i do. most whores do, you know! boom! ",1
@Lizzzieeee You bully me  and I meant to say. You don't know how much i hate you. Use your brain,1
this is pretty funny..i dont think i could do this but still sweet   http://www.meatspin.com,1
"@peech____  Now if people protest, they'll not just be protesting election but going against supreme leader and islamic establishment.  ",1
@shineonmedia This creepy Asian lady is sleeping/snoring/laying on me and makes me think of your mom. She doesn't have the hat tho ,1
"Get Jesus, he supposidly helps everyone... oh wait.... Jesus is a bitch ",1
@ExpectingB that's exactly what this woman say about her GIRL getting circ http://twitter.com/#search?q=girl%20circumcise ,1
